"Osoba - ID","Osoba - Imię i nazwisko / Nazwa","Osoba - Etykieta","Osoba - Telefon - Praca","Osoba - Telefon - Dom","Osoba - Telefon - Komórkowy","Osoba - Telefon - Inny","Osoba - E-mail - Praca","Osoba - E-mail - Dom","Osoba - E-mail - Inny","Osoba - Data utworzenia osoby kontaktowej","Osoba - Czas aktualizacji","Osoba - Organizacja","Osoba - ID organizacji","Osoba - Właściciel","Osoba - Otwarte szanse sprzedaży","Osoba - Widoczne dla","Osoba - Data następnego działania","Osoba - Data ostatniego działania","Osoba - Wygrane szanse sprzedaży","Osoba - Utracone szanse sprzedaży","Osoba - Zamknięte szanse sprzedaży","Osoba - Ogółem działań","Osoba - Działania wykonane","Osoba - Działania do zrobienia","Osoba - Licznik wiadomości e-mail","Osoba - Zdjęcie profilowe","Osoba - Ostatnia otrzymana wiadomość e-mail","Osoba - Ostatnia wysłana wiadomość e-mail","Osoba - Imię","Osoba - Nazwisko","Osoba - Etykiety"
"1101","Elwira Machowska","","'+48505171420","","","","elwira.machowska@gmail.com","","","2025-10-23 11:44:42","2026-04-21 10:17:14","","","Onesta","0","Wszyscy użytkownicy","2025-11-15","2025-11-14","0","1","1","5","4","1","0","","","","Elwira","Machowska",""
"1102","Daniel WS","","'+48 691 510 119","","","","tomasz.for@gmail.com","","","2025-10-27 15:41:57","2026-05-21 14:43:23","","","Onesta","1","Wszyscy użytkownicy","2026-06-17","2026-05-21","0","0","0","21","20","1","0","","","","Daniel","WS",""
"1103","Krzysztof Bącik","","'+48 603 782 121","","","","krzychobacik@gmail.com","","","2025-10-27 15:47:13","2025-10-29 17:57:13","","","Onesta","0","Wszyscy użytkownicy","","2025-10-29","0","1","1","2","2","0","0","","","","Krzysztof","Bącik",""
"1104","Danuta Czyżewska","","'+48 507 829 200","","","","suwalska117@gmail.com","","","2025-10-27 16:38:20","2025-11-18 12:14:23","","","Onesta","0","Wszyscy użytkownicy","","2025-11-18","0","1","1","6","6","0","0","","","","Danuta","Czyżewska",""
"1105","Kamil Krystosik","","'+48517515654","","","","kkrystos@gmail.com","","","2025-10-28 14:37:09","2026-04-21 17:02:03","","","Onesta","0","Wszyscy użytkownicy","2026-01-18","2025-11-14","0","1","1","7","6","1","0","","","","Kamil","Krystosik",""
"1106","Angelika Ciastek","","'+48606691902","","","","angelika.ciastek@gmail.com","","","2025-10-28 14:38:03","2026-03-26 12:07:05","","","Onesta","0","Wszyscy użytkownicy","2025-12-09","2025-11-21","1","0","1","3","2","1","0","","","","Angelika","Ciastek",""
"1107","Radek Szewczak","","'+48697080000","","","","radoslaw.szewczak@eci-service.pl","","","2025-10-28 14:38:56","2025-10-28 15:04:19","","","Onesta","0","Wszyscy użytkownicy","2025-10-28","","0","0","0","1","0","1","0","","","","Radek","Szewczak",""
"1108","Piotr Choromański","","606488013","","","","biuro@experautobroker.com.pl","","","2025-10-29 17:55:09","2025-11-29 12:51:10","","","Onesta","1","Wszyscy użytkownicy","","2025-11-29","0","0","0","2","2","0","0","","","","Piotr","Choromański",""
"1109","Robert Cegiełka","","'+48 535 050 833","","","","robert.cegielka@interia.eu","","","2025-10-31 16:14:21","2025-12-17 12:20:38","","","Onesta","0","Wszyscy użytkownicy","","2025-12-04","0","1","1","9","9","0","0","","","","Robert","Cegiełka",""
"1110","Konrad","","'+48 602 357 094","","","","konradk@post.pl","","","2025-11-03 18:25:28","2026-06-02 11:05:54","Konrad","20","Onesta","1","Wszyscy użytkownicy","2026-06-17","2026-05-19","0","0","0","20","19","1","0","","","","Konrad","",""
"1111","Grażyna Kubiak","","'+48578750077","","","","drewno77@onet.pl","","","2025-11-03 18:25:53","2026-06-16 14:38:54","","","Onesta","1","Wszyscy użytkownicy","2026-06-16","2025-11-19","0","0","0","5","4","1","0","","","","Grażyna Kubiak","",""
"1112","Michal Wyskok","","'+48695850275","","","","mwyskok80@gmail.com","","","2025-11-04 10:52:56","2026-06-16 14:33:37","","","Onesta","1","Wszyscy użytkownicy","2026-06-16","2025-11-18","0","0","0","5","4","1","0","","","","Michal","Wyskok",""
"1113","Marcin Bystry","","48501105276","","","","mbystry@gmail.com","","","2025-11-04 10:58:35","2025-11-13 17:25:03","","","Onesta","0","Wszyscy użytkownicy","2025-11-06","","0","1","1","1","0","1","0","","","","Marcin","Bystry",""
"1114","Michal Wyskok","","'+48695850275","","","","mwyskok80@gmail.com","","","2025-11-04 11:32:36","2025-11-04 11:33:42","","","Onesta","0","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Michal","Wyskok",""
"1115","Natalia Szot","","'+48 502 555 849","","","","natalia.rjk@gmail.com","","","2025-11-07 16:54:24","2025-12-04 16:48:16","","","Onesta","0","Wszyscy użytkownicy","","2025-12-04","0","1","1","8","8","0","0","","","","Natalia","Szot",""
"1116","Tadeusz Gąska","","'+48509414003","","","","tadeuszgaska2305@gmail.com","","","2025-11-07 16:55:43","2026-04-21 10:33:24","","","Onesta","0","Wszyscy użytkownicy","2026-04-21","2026-04-21","0","1","1","8","7","1","0","","","","Tadeusz","Gąska",""
"1117","Wojciech Masierek","","'+48668670513","","","","masier@wp.pl","","","2025-11-12 17:20:00","2026-06-13 08:52:18","","","Onesta","0","Wszyscy użytkownicy","2026-04-10","2026-03-26","0","1","1","6","5","1","0","","","","Wojciech","Masierek",""
"1118","Radosław Wandzel","","'+48665268237","","","","wandzel.radoslaw@gmail.com","","","2025-11-13 16:46:38","2026-05-29 19:39:11","","","Onesta","0","Wszyscy użytkownicy","","","1","0","1","0","0","0","0","","","","Radosław","Wandzel",""
"1119","Grzegorz Towarek","","48515013222","","","","g.towarek@tow-gaz.pl","","","2025-11-14 15:45:05","2026-06-13 08:49:01","","","Onesta","0","Wszyscy użytkownicy","","2025-11-29","0","1","1","5","5","0","0","","","","Grzegorz","Towarek",""
"1120","Waldemar Kociszewski","","'+48601999621","","","","waldemarkociszewski@gmail.com","","","2025-11-25 16:44:35","2026-06-13 08:58:21","","","Onesta","0","Wszyscy użytkownicy","","2026-03-27","0","1","1","3","3","0","0","","","","Waldemar","Kociszewski",""
"1121","Mariusz Leśnikowski","","'+48 501 085 272","","","","","","","2025-11-26 19:01:39","2026-03-10 11:53:54","Mariusz Leśnikowski","21","Onesta","0","Wszyscy użytkownicy","","2026-03-10","0","1","1","3","3","0","0","","","","Mariusz","Leśnikowski",""
"1122","Janusz Rabajczyk (szkolenie)","","797 240 543","","","","januszrabajczyk@wp.pl","","","2025-11-27 18:11:29","2025-12-17 09:05:11","","","Onesta","0","Wszyscy użytkownicy","","2025-12-04","0","1","1","4","4","0","0","","","","Janusz","Rabajczyk (szkolenie)",""
"1123","Michał Specjalski (szkolenie)","","'+48 790 495 837","","","","","","","2025-11-28 12:07:07","2025-12-15 12:46:02","","","Onesta","0","Wszyscy użytkownicy","","2025-12-04","0","1","1","1","1","0","0","","","","Michał","Specjalski (szkolenie)",""
"1124","Waldemar Bonkowski","","'+48602554813","","","","wolnypolak59@gmail.com","","","2025-11-29 09:43:10","2026-05-15 15:11:40","","","Onesta","1","Wszyscy użytkownicy","2026-05-18","2026-05-15","0","0","0","7","6","1","0","","","","Waldemar","Bonkowski",""
"1125","Justyna Bregierska","","'+48691 556 276","","","","j.bregierska@fashionbrand.pl","","","2025-12-02 16:39:34","2026-04-29 11:42:18","","","Onesta","1","Wszyscy użytkownicy","2026-05-01","2026-04-29","0","0","0","6","5","1","0","","","","Justyna","Bregierska",""
"1126","Adam Kozuch","","'+48601438856","","","","adamkozuch@gazeta.pl","","","2025-12-02 16:40:54","2026-04-21 10:14:12","","","Onesta","1","Wszyscy użytkownicy","2026-04-21","2025-12-09","0","0","0","3","2","1","0","","","","Adam","Kozuch",""
"1127","Michał Piecaba","","606724438","","","","","","","2025-12-12 11:58:58","2026-02-09 16:09:16","","","Onesta","1","Wszyscy użytkownicy","2026-04-23","2026-02-09","0","0","0","4","3","1","0","","","","Michał","Piecaba",""
"1128","Łukasz Janas","","605892829","","","","lukasz.janas@centergaz.pl","","","2026-01-13 16:05:08","2026-04-21 16:33:51","","","Onesta","0","Wszyscy użytkownicy","2026-04-21","2026-04-20","0","1","1","6","5","1","0","","","","Łukasz","Janas",""
"1129","Marcin Lipnicki","","'+48501286708","","","","estera-marcin@o2.pl","","","2026-03-13 11:23:06","2026-04-29 11:36:40","","","Onesta","0","Wszyscy użytkownicy","2026-04-21","2026-03-05","0","1","1","2","1","1","0","","","","Marcin","Lipnicki",""
"1130","Paweł Trzaskowski","","'+48 604 113 257","","","","p.j.trzaskowski@gmail.com","","","2026-03-18 16:14:16","2026-06-09 09:20:25","","","Onesta","1","Wszyscy użytkownicy","2026-03-19","2026-04-24","0","0","0","12","10","2","0","","","","Paweł","Trzaskowski",""
"1131","Jacek Kacpura","","'+48 733 964 333","","","","jacek@jmm-group.pl","","","2026-03-18 17:47:28","2026-04-10 09:36:44","","","Onesta","0","Wszyscy użytkownicy","","2026-04-10","0","1","1","6","6","0","0","","","","Jacek","Kacpura",""
"1132","Rowan Stekson","","'+48508252661","","","","Nordi@onet.ru","","","2026-03-18 18:03:34","2026-03-24 15:42:32","","","Onesta","0","Wszyscy użytkownicy","2026-03-19","2026-03-18","0","1","1","2","1","1","0","","","","Rowan","Stekson",""
"1133","Joanna Pałkowska","","'+48660822871","","","","apalkowska@wp.pl","","","2026-03-24 14:08:55","2026-04-29 11:40:38","","","Onesta","1","Wszyscy użytkownicy","2026-04-30","2026-04-29","0","0","0","4","3","1","0","","","","Joanna","Pałkowska",""
"1134","Halina Nowakowska","","'+48513576500","","","","rent.locum@gmail.com","","","2026-03-24 14:52:41","2026-04-21 11:33:21","","","Onesta","1","Wszyscy użytkownicy","","2026-04-01","0","0","0","3","3","0","0","","","","Halina","Nowakowska",""
"1135","Tomasz Lis","","'+48 668 433 702","","","","endo1@onet.pl","","","2026-03-27 16:12:21","2026-06-22 09:58:09","","","Onesta","0","Wszyscy użytkownicy","2027-01-21","2026-05-05","0","1","1","7","6","1","0","","","","Tomasz","Lis",""
"1136","Grzegorz Szulc","","'+48537885687","","","","grzegsz60@o2.pl","","","2026-03-30 17:38:15","2026-05-26 12:53:58","","","Onesta","1","Wszyscy użytkownicy","2026-05-26","2026-05-26","0","0","0","5","4","1","0","","","","Grzegorz","Szulc",""
"1137","Monika Grabarczyk","","'+48 781 817 832","","","","m.grabarczyk-wiak@o2.pl","","","2026-03-30 17:48:49","2026-04-10 09:35:48","","","Onesta","0","Wszyscy użytkownicy","","2026-04-03","0","1","1","5","5","0","0","","","","Monika","Grabarczyk",""
"1138","Paweł Purzycki","","'+48790223636","","","","pp.ramzes@gmail.com","","maciek@feniks-rent.pl","2026-03-31 16:52:32","2026-04-20 16:23:52","","","Onesta","1","Wszyscy użytkownicy","2026-04-21","2026-04-07","0","0","0","5","4","1","0","","","","Paweł","Purzycki",""
"1139","Maria Maria","","'+48 602 642 914","","","","m.maria618@wp.pl","","","2026-03-31 16:57:15","2026-06-22 09:54:41","","","Onesta","0","Wszyscy użytkownicy","","2026-06-02","0","1","1","10","10","0","0","","","","Maria","Maria",""
"1140","Mirosław Kamiński","","'+48606186480","","","","mirek_k30@wp.pl","","","2026-03-31 16:59:15","2026-04-29 11:46:24","","","Onesta","1","Wszyscy użytkownicy","2026-05-01","2026-04-29","0","0","0","4","3","1","0","","","","Mirosław","Kamiński",""
"1141","Jolanta Jarząbek","","'+48604470124","","","","jarzabek.jolanta@wp.pl","","","2026-03-31 17:10:57","2026-04-29 11:50:36","","","Onesta","0","Wszyscy użytkownicy","2026-04-28","2026-04-21","0","1","1","4","3","1","0","","","","Jolanta","Jarząbek",""
"1142","Kinga Drechny-mucha","","'+48519307855","","","","drechnyk@gmail.com","","","2026-04-01 16:04:12","2026-04-20 15:13:52","","","Onesta","1","Wszyscy użytkownicy","2026-04-21","2026-04-20","0","0","0","3","2","1","0","","","","Kinga","Drechny-mucha",""
"1143","Mateusz Leks","","'+48506131937","","","","mateuszleks1@gmail.com","","","2026-04-07 07:56:02","2026-04-15 06:14:00","","","Onesta","1","Wszyscy użytkownicy","2026-04-07","2026-04-08","0","0","0","3","2","1","0","","","","Mateusz","Leks",""
"1144","Tomasz Brola","","'+48793187268","","","","thomas26oli@icloud.com","","","2026-04-13 17:10:06","2026-04-29 11:54:24","","","Onesta","1","Wszyscy użytkownicy","2026-05-01","2026-04-29","0","0","0","3","2","1","0","","","","Tomasz","Brola",""
"1145","JacekWolf","","'+48 601 776 390","","","","jacekwilk@wp.pl","","","2026-04-13 17:15:15","2026-04-29 11:47:31","","","Onesta","1","Wszyscy użytkownicy","","2026-04-29","0","0","0","4","4","0","0","","","","JacekWolf","",""
"1146","Jolanta Markowska","","'+48692194685","","","","Jolanta.markowska@g.pl","","","2026-04-13 17:18:02","2026-04-29 11:49:04","","","Onesta","1","Wszyscy użytkownicy","2026-05-01","2026-04-29","0","0","0","4","3","1","0","","","","Jolanta","Markowska",""
"1147","Michał Mączyński","","'+48 500 160 180","","","","megaogrod@wp.pl","","","2026-04-13 17:19:14","2026-06-09 09:19:31","","","Onesta","1","Wszyscy użytkownicy","2026-04-13","2026-05-27","0","0","0","15","13","2","0","","","","Michał","Mączyński",""
"1148","Miś Tamara","","'+48 695 305 576","","","","mistabags@gmail.com","","","2026-04-13 17:31:41","2026-05-18 15:18:41","","","Onesta","1","Wszyscy użytkownicy","2026-05-19","2026-05-18","0","0","0","6","5","1","0","","","","Miś","Tamara",""
"1149","Witold Kopacz","","'+48 796 007 877","","","","witoldkopacz.lublin@gmail.com","","","2026-04-15 05:01:47","2026-06-22 09:42:14","","","Onesta","0","Wszyscy użytkownicy","","2026-06-22","0","1","1","13","13","0","0","","","","Witold","Kopacz",""
"1150","Błażej Maciniak","","'+48514349005","","","","blazej.nakielska@gmail.com","","","2026-04-17 16:14:54","2026-04-29 11:51:23","","","Onesta","0","Wszyscy użytkownicy","2026-04-22","2026-04-21","0","1","1","5","4","1","0","","","","Błażej","Maciniak",""
"1151","Marta Harazińska","","'+48663786357","","","","Marta@perfectto.pl","","","2026-04-17 16:21:29","2026-04-21 16:53:44","","","Onesta","1","Wszyscy użytkownicy","2027-04-01","2026-04-21","0","0","0","2","1","1","0","","","","Marta","Harazińska",""
"1152","Slawek Slawek","","'+48 690 229 149","","","","Savi112@wp.pl","","","2026-04-17 16:48:11","2026-06-02 12:22:55","","","Onesta","1","Wszyscy użytkownicy","2026-06-02","2026-05-14","0","0","0","11","10","1","0","","","","Slawek","Slawek",""
"1153","Bartosz Nowy (Dąbrowski)","","'+48602695969","","","","bdabrowski@sdo.com.pl","","","2026-04-20 17:58:19","2026-04-29 11:36:32","","","Onesta","1","Wszyscy użytkownicy","2026-04-30","2026-04-29","0","0","0","3","2","1","0","","","","Bartosz","Nowy (Dąbrowski)",""
"1154","AdamiX77","","'+48 690 243 007","","","","Mati.finanse@gmail.com","","","2026-04-20 18:01:04","2026-04-24 13:30:58","","","Onesta","0","Wszyscy użytkownicy","","2026-04-24","0","1","1","3","3","0","0","","","","AdamiX77","",""
"1155","Beate Marlene Czarnowski","","'+48 506 990 115, +49 17 6 25 85 5 513","","","","Beateczarnowski@icloud.com","","","2026-04-21 11:29:26","2026-06-09 09:20:06","","","Onesta","1","Wszyscy użytkownicy","2026-06-24","2026-05-08","0","0","0","9","8","1","0","","","","Beate Marlene","Czarnowski",""
"1156","Magdalena Noris","","'+48 512 033 399","","","","mn.noris@gmail.com","","","2026-04-29 08:39:02","2026-05-27 10:40:45","","","Onesta","1","Wszyscy użytkownicy","2026-05-27","2026-05-27","0","0","0","7","6","1","0","","","","Magdalena","Noris",""
"1157","Adam Panek","","'+48509949661","","","","adak@adak.waw.pl","","","2026-04-29 08:56:30","2026-05-15 15:06:49","","","Onesta","1","Wszyscy użytkownicy","2026-05-18","2026-05-15","0","0","0","3","2","1","0","","","","Adam","Panek",""
"1158","Nicolas Montoya","","'+48532206523","","","","pawel.halajko@gmail.com","","","2026-04-29 09:06:18","2026-04-29 11:32:29","","","Onesta","1","Wszyscy użytkownicy","2026-04-30","2026-05-01","0","0","0","3","2","1","0","","","","Nicolas","Montoya",""
"1159","Miki Monika Sz-d","","'+48722101300","","","","Monikaszoka39@gmail.com","","","2026-04-29 09:58:42","2026-05-15 15:05:25","","","Onesta","1","Wszyscy użytkownicy","2026-05-18","2026-04-29","0","0","0","2","1","1","0","","","","Miki Monika","Sz-d",""
"1160","Bogusława Bigos","","'+48519509518","","","","Bogusia.Bigos@gmail.com","","","2026-05-04 16:27:32","2026-05-15 14:59:54","","","Onesta","1","Wszyscy użytkownicy","","2026-05-05","0","0","0","2","2","0","0","","","","Bogusława","Bigos",""
"1161","Łukasz Marcinkowski","","'+48696488906","","","","meble-goldmar@wp.pl","","","2026-05-04 16:30:49","2026-06-11 12:55:16","","","Onesta","1","Wszyscy użytkownicy","2026-05-06","2026-05-05","0","0","0","3","2","1","0","","","","Łukasz","Marcinkowski",""
"1162","Gregory Manks","","'+48509640860","","","","F.szampan@gmail.com","","","2026-05-04 16:41:00","2026-05-15 15:07:51","","","Onesta","1","Wszyscy użytkownicy","2026-05-18","2026-05-15","0","0","0","3","2","1","0","","","","Gregory","Manks",""
"1163","Joanna hawerek","","'+48 502 425 157","","","","hawerek86@o2.pl","","","2026-05-05 16:17:46","2026-06-22 09:59:59","Joanna hawerek","22","Onesta","0","Wszyscy użytkownicy","","2026-05-26","0","1","1","7","7","0","0","","","","Joanna","hawerek",""
"1164","Aneta Młynarczyk","","'+48605126210","","","","aneta001@poczta.onet.pl","","","2026-05-08 05:22:41","2026-05-10 12:22:14","","","Onesta","1","Wszyscy użytkownicy","2026-05-11","2026-05-10","0","0","0","3","2","1","0","","","","Aneta","Młynarczyk",""
"1165","Jan Mikolajczuk","","'+48501415263","","","","janekmikolajczuk@gmail.com","","","2026-05-08 16:07:59","2026-05-10 12:32:36","","","Onesta","1","Wszyscy użytkownicy","2026-05-12","2026-05-09","0","0","0","2","1","1","0","","","","Jan","Mikolajczuk",""
"1166","Franki Rothschild De Lowes","","'+48503876879","","","","maurizioarmand@icloud.com","","","2026-05-08 16:11:49","2026-05-15 14:59:19","","","Onesta","0","Wszyscy użytkownicy","2026-05-15","2026-05-08","0","1","1","2","1","1","0","","","","Franki Rothschild De","Lowes",""
"1167","Małgorzata Banasik","","'+447555841892","","","","malgorzataszalkowska5@gmail.com","","","2026-05-26 12:24:24","2026-05-26 12:28:02","","","Onesta","1","Wszyscy użytkownicy","2026-05-27","","0","0","0","1","0","1","0","","","","Małgorzata","Banasik",""
"1168","Jacek Żabicki","","'+447871253298","","","","jacekzabicki@yahoo.co.uk","","","2026-05-26 12:28:38","2026-05-26 12:48:57","","","Onesta","1","Wszyscy użytkownicy","2026-05-28","2026-05-26","0","0","0","2","1","1","0","","","","Jacek","Żabicki",""
"1169","Wioleta Dziuba","","'+48510130894","","","","lajtoowoo@gmail.com","","","2026-05-28 16:14:11","2026-05-28 16:14:47","","","Onesta","1","Wszyscy użytkownicy","2026-05-29","2026-05-28","0","0","0","2","1","1","0","","","","Wioleta","Dziuba",""
"1170","Beata Stolarczyk","","'+48601243137","","","","beata.stolarczyk7@gmail.com","","","2026-06-08 16:42:03","2026-06-11 15:18:31","","","Onesta","0","Wszyscy użytkownicy","2026-06-08","","0","0","0","1","0","1","0","","","","Beata","Stolarczyk",""
"1171","Bogdan Bajak","","'+48787835111","","","","bbajak@wp.pl","","","2026-06-08 16:45:28","2026-06-08 16:49:39","","","Onesta","1","Wszyscy użytkownicy","2026-06-12","2026-06-03","0","0","0","2","1","1","0","","","","Bogdan","Bajak",""
"1172","Huy Linh Nhi","","'+48666666683","","","","hnl1881@icloud.com","","","2026-06-08 16:50:33","2026-06-11 15:22:21","","","Onesta","0","Wszyscy użytkownicy","2026-06-08","","0","0","0","1","0","1","0","","","","Huy Linh","Nhi",""
"1173","Zbigniew Somerski","","'+48503128423","","","","zsomerski@gmail.com","","","2026-06-08 16:54:07","2026-06-11 15:51:23","","","Onesta","0","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Zbigniew","Somerski",""
"1174","Malgorzata Nagodzinska","","'+48572600172","","","","Malgosia7788@op.pl","","","2026-06-08 16:56:02","2026-06-11 15:30:51","","","Onesta","0","Wszyscy użytkownicy","2026-06-08","","0","0","0","1","0","1","0","","","","Malgorzata","Nagodzinska",""
